allocation,step,minibatch_original_scale_mse,full_original_scale_mse,validation_original_scale_mse,learning_rate,gradient_norm
uniform3,100,0.12567520141601562,,0.13434603810310364,0.004998828080868612,0.010390610434114933
uniform3,200,0.12063850462436676,,0.13055267930030823,0.004995313480017143,0.009158743545413017
uniform3,300,0.11690264940261841,,0.12804129719734192,0.004989459665932312,0.00848757941275835
uniform3,400,0.11444801092147827,,0.12626051902770996,0.004981272415621887,0.0079370541498065
uniform3,500,0.1120619848370552,,0.12488698214292526,0.004970759808913454,0.007697002962231636
uniform3,600,0.10984127223491669,,0.12395170331001282,0.004957932220480639,0.0075472816824913025
uniform3,700,0.1080198585987091,,0.12326366454362869,0.004942802309604528,0.007353691384196281
uniform3,800,0.10628539323806763,,0.12280423939228058,0.0049253850076805055,0.007356105837970972
uniform3,900,0.10495202243328094,,0.1224336177110672,0.004905697503482748,0.007405804004520178
uniform3,1000,0.10374423116445541,,0.12209634482860565,0.004883759226200999,0.007303607650101185
uniform3,1100,0.10283585637807846,,0.12185205519199371,0.004859591826266294,0.007126304320991039
uniform3,1200,0.10187016427516937,,0.12168009579181671,0.004833219153984604,0.007042652927339077
uniform3,1300,0.10112326592206955,,0.1215353012084961,0.004804667235999464,0.00723979203030467
uniform3,1400,0.10054109990596771,,0.12141279876232147,0.004773964249606805,0.007052209693938494
uniform3,1500,0.10007452964782715,,0.12121470272541046,0.0047411404949473735,0.007124659139662981
uniform3,1600,0.09971186518669128,,0.1211530864238739,0.004706228365104172,0.00711523462086916
uniform3,1700,0.09933951497077942,,0.1210523322224617,0.004669262314134359,0.007120769936591387
uniform3,1800,0.09873951971530914,,0.12095916271209717,0.004630278823067276,0.007084337994456291
uniform3,1900,0.09858421236276627,,0.12090612202882767,0.0045893163639020755,0.00704605458304286
uniform3,2000,0.09838958084583282,,0.12085559964179993,0.004546415361640496,0.00694096926599741
uniform3,2100,0.0981903001666069,,0.12080433964729309,0.004501618154392257,0.007139205001294613
uniform3,2200,0.09796091914176941,,0.1207418441772461,0.004454968951592488,0.007032684050500393
uniform3,2300,0.09749116748571396,,0.12064269185066223,0.004406513790372333,0.006995507515966892
uniform3,2400,0.09736040234565735,,0.12059848010540009,0.004356300490125841,0.006902365945279598
uniform3,2500,0.09717623144388199,,0.12055639177560806,0.004304378605318036,0.006969824433326721
uniform3,2600,0.09695147722959518,,0.12050735205411911,0.004250799376580624,0.007091387640684843
uniform3,2700,0.09675417840480804,,0.12048648297786713,0.004195615680143662,0.0069023119285702705
uniform3,2800,0.09665175527334213,,0.1204681247472763,0.004138881975653123,0.006770891137421131
uniform3,2900,0.09634983539581299,,0.12042498588562012,0.004080654252425782,0.00686761736869812
uniform3,3000,0.09615784883499146,,0.12033870071172714,0.004020989974194565,0.0068269516341388226
uniform3,3100,0.09604251384735107,,0.12030605971813202,0.0039599480223987335,0.006816154345870018
uniform3,3200,0.09576961398124695,,0.1202845349907875,0.0038975886380750177,0.006832997780293226
uniform3,3300,0.09572184085845947,,0.12021662294864655,0.003833973362407014,0.006729732733219862
uniform3,3400,0.09540298581123352,,0.1202041357755661,0.0037691649759914363,0.006643429398536682
uniform3,3500,0.0951971635222435,,0.12013714015483856,0.0037032274368812654,0.0066307345405220985
uniform3,3600,0.09508100152015686,,0.12012352049350739,0.003636225817466876,0.0065958392806351185
uniform3,3700,0.09493003040552139,,0.12010405957698822,0.0035682262402574154,0.006606934126466513
uniform3,3800,0.09491050243377686,,0.12007880210876465,0.0034992958126259053,0.006581533700227737
uniform3,3900,0.09452593326568604,,0.12004901468753815,0.003429502560582341,0.0066072228364646435
uniform3,4000,0.0945454016327858,,0.11999760568141937,0.00335891536164026,0.006399651989340782
uniform3,4100,0.0941450372338295,,0.11997180432081223,0.003287603876842916,0.006416896358132362
uniform3,4200,0.09423915296792984,,0.11994075775146484,0.0032156384820162566,0.006338175386190414
uniform3,4300,0.09391216933727264,,0.11993488669395447,0.0031430901983165007,0.0063724396750330925
uniform3,4400,0.09371859580278397,,0.11990287899971008,0.0030700306221407977,0.006340061780065298
uniform3,4500,0.09356668591499329,,0.11988515406847,0.002996531854470237,0.0062204631976783276
uniform3,4600,0.09346309304237366,,0.11986657232046127,0.0029226664297149017,0.006311330944299698
uniform3,4700,0.0934339389204979,,0.11983107775449753,0.0028485072441311364,0.0062924097292125225
uniform3,4800,0.09330306947231293,,0.11981406062841415,0.0027741274838817727,0.0060990434139966965
uniform3,4900,0.0929916575551033,,0.11980460584163666,0.0026996005528101916,0.0060259317979216576
uniform3,5000,0.09279324114322662,,0.11975906044244766,0.0026249999999996294,0.006024345755577087
uniform3,5100,0.0927007719874382,,0.11974886059761047,0.0025503994471890636,0.006071723066270351
uniform3,5200,0.09253960847854614,,0.11968713253736496,0.002475872516117486,0.005941560957580805
uniform3,5300,0.09251759201288223,,0.11970207095146179,0.002401492755868123,0.00585809163749218
uniform3,5400,0.09221380203962326,,0.11968228220939636,0.002327333570284364,0.005846553482115269
uniform3,5500,0.09223334491252899,,0.11968596279621124,0.0022534681455290305,0.005879775155335665
uniform3,5600,0.09211313724517822,,0.11962258070707321,0.0021799693778584866,0.0057898168452084064
uniform3,5700,0.09196335077285767,,0.11961375921964645,0.0021069098016828105,0.005737022962421179
uniform3,5800,0.09189504384994507,,0.11958733201026917,0.002034361517983084,0.005732662510126829
uniform3,5900,0.09163415431976318,,0.11958011984825134,0.00196239612315646,0.00560244545340538
uniform3,6000,0.09156721830368042,,0.11956468224525452,0.0018910846383591456,0.0055869449861347675
uniform3,6100,0.09146686643362045,,0.11954906582832336,0.0018204974394170942,0.00551321916282177
uniform3,6200,0.09133303910493851,,0.1195230707526207,0.0017507041873735666,0.005589689128100872
uniform3,6300,0.09116857498884201,,0.11949101090431213,0.0016817737597420851,0.005470523610711098
uniform3,6400,0.0911651998758316,,0.1194777712225914,0.0016137741825326562,0.005507529713213444
uniform3,6500,0.09113414585590363,,0.11946949362754822,0.0015467725631182953,0.005268827546387911
uniform3,6600,0.09084830433130264,,0.119447723031044,0.0014808350240081596,0.005253016948699951
uniform3,6700,0.09069237112998962,,0.11943099647760391,0.0014160266375926156,0.00518015818670392
uniform3,6800,0.09061022102832794,,0.11942073702812195,0.001352411361924645,0.005205297376960516
uniform3,6900,0.0904792845249176,,0.11941173672676086,0.0012900519776009654,0.0051091318018734455
uniform3,7000,0.09061596542596817,,0.11940804123878479,0.001229010025805166,0.005096373613923788
uniform3,7100,0.09035346657037735,,0.11939425766468048,0.0011693457475739832,0.005067147314548492
uniform3,7200,0.09026651084423065,,0.1193680465221405,0.0011111180243466765,0.004983861465007067
uniform3,7300,0.09005749970674515,,0.11937388777732849,0.0010543843198561557,0.004942021332681179
uniform3,7400,0.09009796380996704,,0.11932311952114105,0.0009992006234192047,0.004865140654146671
uniform3,7500,0.08992601931095123,,0.11934154480695724,0.0009456213946818005,0.004777556750923395
uniform3,7600,0.08998807519674301,,0.11933077871799469,0.0008936995098740089,0.0047881160862743855
uniform3,7700,0.08969996869564056,,0.11932633072137833,0.0008434862096275311,0.0048050591722130775
uniform3,7800,0.08980949223041534,,0.1193149983882904,0.0007950310484073832,0.004680576268583536
uniform3,7900,0.08979242295026779,,0.11932239681482315,0.0007483818456076282,0.0046304259449243546
uniform3,8000,0.08954380452632904,,0.11928577721118927,0.0007035846383594028,0.004630191717296839
uniform3,8100,0.08956761658191681,,0.1192893236875534,0.0006606836360978283,0.004575417842715979
uniform3,8200,0.08951035141944885,,0.1192641630768776,0.0006197211769326343,0.004482082556933165
uniform3,8300,0.08945529162883759,,0.11926591396331787,0.0005807376858655623,0.0044418261386454105
uniform3,8400,0.08936727046966553,,0.11925584077835083,0.0005437716348957607,0.004424314480274916
uniform3,8500,0.08931580185890198,,0.11925330758094788,0.00050885950505257,0.004310596268624067
uniform3,8600,0.08911016583442688,,0.11925069987773895,0.0004760357503931551,0.0043599666096270084
uniform3,8700,0.089170441031456,,0.11925572156906128,0.00044533276400050197,0.004287840332835913
uniform3,8800,0.08924645185470581,,0.11925659328699112,0.0004167808460153662,0.004267597571015358
uniform3,8900,0.08903980255126953,,0.1192261204123497,0.00039040817373368344,0.0041779763996601105
uniform3,9000,0.08912336826324463,,0.11921921372413635,0.00036624077379898473,0.004179189447313547
uniform3,9100,0.08893364667892456,,0.11923900246620178,0.00034430249651723954,0.004107699729502201
uniform3,9200,0.08897008746862411,,0.11922962218523026,0.0003246149923194849,0.004158861935138702
uniform3,9300,0.08886674791574478,,0.11921921372413635,0.00030719769039546236,0.0040776995010674
uniform3,9400,0.08893632888793945,,0.11922109127044678,0.000292067779519355,0.004042176064103842
uniform3,9500,0.08889862895011902,,0.1192159503698349,0.00027924019108654165,0.004075980745255947
uniform3,9600,0.08883457630872726,,0.11921483278274536,0.00026872758437811146,0.004090573638677597
uniform3,9700,0.08894000947475433,,0.11920614540576935,0.00026054033406768294,0.004061511717736721
uniform3,9800,0.08889654278755188,,0.11921493709087372,0.0002546865199828542,0.004029917065054178
uniform3,9900,0.08898244053125381,,0.11921056360006332,0.00025117191913138706,0.0040670037269592285
uniform3,10000,0.08880402147769928,,0.11920780688524246,0.00025,0.004041086882352829
