allocation,component,layer,head,regular_channels,outlier_channels,regular_bits,outlier_bits,index_bpe,packed_index_bytes,norm_bytes,alignment_bytes,effective_bpe
uniform2,value,22,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,22,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,22,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,22,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,22,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,22,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,22,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,22,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,23,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,23,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,23,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,23,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,23,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,23,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,23,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,23,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,24,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,24,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,24,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,24,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,24,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,24,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,24,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,24,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,25,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,25,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,25,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,25,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,25,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,25,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,25,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,25,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,26,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,26,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,26,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,26,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,26,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,26,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,26,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,26,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,27,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,27,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,27,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,27,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,27,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,27,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,27,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,27,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,28,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,28,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,28,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,28,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,28,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,28,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,28,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,28,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,29,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,29,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,29,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,29,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,29,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,29,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,29,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,29,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,30,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,30,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,30,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,30,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,30,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,30,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,30,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,30,7,128,0,2,,2.0,32,2,0,2.125
uniform2,value,31,0,128,0,2,,2.0,32,2,0,2.125
uniform2,value,31,1,128,0,2,,2.0,32,2,0,2.125
uniform2,value,31,2,128,0,2,,2.0,32,2,0,2.125
uniform2,value,31,3,128,0,2,,2.0,32,2,0,2.125
uniform2,value,31,4,128,0,2,,2.0,32,2,0,2.125
uniform2,value,31,5,128,0,2,,2.0,32,2,0,2.125
uniform2,value,31,6,128,0,2,,2.0,32,2,0,2.125
uniform2,value,31,7,128,0,2,,2.0,32,2,0,2.125
fixed32,key,0,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,0,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,0,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,0,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,0,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,0,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,0,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,0,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,1,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,1,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,1,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,1,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,1,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,1,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,1,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,1,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,2,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,2,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,2,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,2,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,2,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,2,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,2,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,2,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,3,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,3,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,3,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,3,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,3,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,3,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,3,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,3,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,4,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,4,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,4,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,4,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,4,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,4,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,4,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,4,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,5,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,5,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,5,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,5,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,5,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,5,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,5,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,5,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,6,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,6,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,6,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,6,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,6,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,6,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,6,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,6,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,7,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,7,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,7,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,7,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,7,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,7,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,7,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,7,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,8,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,8,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,8,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,8,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,8,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,8,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,8,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,8,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,9,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,9,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,9,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,9,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,9,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,9,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,9,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,9,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,10,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,10,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,10,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,10,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,10,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,10,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,10,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,10,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,11,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,11,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,11,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,11,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,11,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,11,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,11,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,11,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,12,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,12,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,12,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,12,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,12,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,12,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,12,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,12,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,13,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,13,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,13,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,13,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,13,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,13,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,13,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,13,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,14,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,14,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,14,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,14,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,14,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,14,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,14,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,14,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,15,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,15,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,15,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,15,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,15,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,15,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,15,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,15,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,16,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,16,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,16,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,16,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,16,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,16,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,16,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,16,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,17,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,17,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,17,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,17,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,17,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,17,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,17,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,17,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,18,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,18,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,18,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,18,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,18,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,18,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,18,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,18,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,19,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,19,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,19,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,19,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,19,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,19,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,19,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,19,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,20,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,20,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,20,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,20,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,20,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,20,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,20,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,20,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,21,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,21,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,21,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,21,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,21,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,21,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,21,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,21,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,22,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,22,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,22,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,22,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,22,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,22,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,22,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,22,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,23,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,23,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,23,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,23,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,23,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,23,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,23,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,23,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,24,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,24,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,24,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,24,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,24,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,24,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,24,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,24,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,25,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,25,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,25,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,25,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,25,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,25,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,25,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,25,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,26,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,26,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,26,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,26,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,26,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,26,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,26,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,26,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,27,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,27,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,27,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,27,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,27,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,27,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,27,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,27,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,28,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,28,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,28,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,28,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,28,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,28,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,28,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,28,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,29,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,29,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,29,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,29,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,29,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,29,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,29,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,29,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,30,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,30,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,30,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,30,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,30,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,30,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,30,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,30,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,31,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,31,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,31,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,31,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,31,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,31,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,31,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,key,31,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,0,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,0,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,0,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,0,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,0,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,0,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,0,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,0,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,1,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,1,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,1,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,1,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,1,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,1,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,1,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,1,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,2,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,2,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,2,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,2,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,2,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,2,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,2,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,2,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,3,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,3,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,3,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,3,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,3,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,3,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,3,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,3,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,4,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,4,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,4,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,4,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,4,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,4,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,4,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,4,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,5,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,5,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,5,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,5,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,5,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,5,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,5,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,5,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,6,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,6,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,6,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,6,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,6,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,6,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,6,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,6,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,7,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,7,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,7,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,7,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,7,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,7,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,7,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,7,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,8,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,8,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,8,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,8,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,8,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,8,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,8,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,8,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,9,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,9,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,9,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,9,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,9,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,9,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,9,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,9,7,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,10,0,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,10,1,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,10,2,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,10,3,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,10,4,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,10,5,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,10,6,96,32,2,4,2.5,40,4,0,2.75
fixed32,value,10,7,96,32,2,4,2.5,40,4,0,2.75
