method,scope,layer,kv_head,covariance_relative_frobenius_difference,principal_subspace_similarity_top16,principal_subspace_similarity_top32,principal_subspace_similarity_top64,heldout_half1_normalized_key_mse,heldout_half2_normalized_key_mse,heldout_half2_minus_half1_normalized_key_mse
activation_k_pca_h,head,20,4,0.13963495277288526,0.6676821982512894,0.6421287931988628,0.7618174402639767,0.0007487791881430894,0.0007478398911189288,-9.392970241606236e-07
activation_k_pca_h,head,20,5,0.13377098626279077,0.7086496988556925,0.776248759241751,0.8928472023953673,0.0007376721550826915,0.0007424979485222138,4.825793439522386e-06
activation_k_pca_h,head,20,6,0.2103876070807588,0.6859486941986565,0.7834278526526424,0.9496949124391971,0.0007926079633762129,0.0007973274041432887,4.7194407670758665e-06
activation_k_pca_h,head,20,7,0.16438335620484343,0.6949112897084333,0.7480505205925378,0.8343570581655886,0.0007383453848888166,0.0007400207905448042,1.6754056559875607e-06
activation_k_pca_h,head,21,0,0.18122782722469105,0.7200587602242746,0.7742939464203973,0.8944028493889454,0.0007770459415041842,0.0007828006710042246,5.754729500040412e-06
activation_k_pca_h,head,21,1,0.07548101140491678,0.740924037270918,0.680068368923773,0.7283366139548821,0.0007566883432446048,0.0007557227363577113,-9.656068868935108e-07
activation_k_pca_h,head,21,2,0.1361740026171127,0.7152455627408384,0.7987438046976005,0.874995386166532,0.0007353748442255892,0.0007435775696649216,8.202725439332426e-06
activation_k_pca_h,head,21,3,0.21945941399558305,0.6579982974378791,0.7385840040904722,0.8562721747505282,0.0007661748095415533,0.0007598730007885024,-6.301808753050864e-06
activation_k_pca_h,head,21,4,0.10075773512343822,0.7046843163306424,0.6759798591830948,0.7563811290583728,0.0007496459584217519,0.0007512794909416698,1.6335325199179351e-06
activation_k_pca_h,head,21,5,0.14884814933419915,0.782625235300742,0.7921805970981034,0.8945555724759708,0.0007502796142944135,0.0007518634738516994,1.5838595572859049e-06
activation_k_pca_h,head,21,6,0.18036039472019857,0.7051905151809259,0.7724819946174586,0.867634688033527,0.000755524255509954,0.0007657669193577021,1.024266384774819e-05
activation_k_pca_h,head,21,7,0.19343991687589507,0.7330542012255294,0.7912097589794902,0.9310156014486795,0.0007963022362673655,0.0007776138227200136,-1.8688413547351956e-05
activation_k_pca_h,head,22,0,0.186415418223517,0.7115697283126905,0.8068055074876826,0.9111842669864795,0.0007770197553327307,0.0007743149835732765,-2.704771759454161e-06
activation_k_pca_h,head,22,1,0.09944435709052873,0.6880047591752977,0.7148439739746473,0.8142249017094272,0.0007624874342582189,0.000760880735469982,-1.6066987882368267e-06
activation_k_pca_h,head,22,2,0.17841043009914248,0.6901815795271631,0.7596951531907368,0.8355677285565116,0.0007602340992889367,0.0007637110757059418,3.476976417005062e-06
activation_k_pca_h,head,22,3,0.18915165985709181,0.6983284306681786,0.8203758382074949,0.9434777195470159,0.0007906944301794283,0.0007917818002169952,1.0873700375668705e-06
activation_k_pca_h,head,22,4,0.10871993388194932,0.7433520215413446,0.7131712815221882,0.8018302171096834,0.0007421917398460209,0.0007327942876145244,-9.397452231496572e-06
activation_k_pca_h,head,22,5,0.17196617672866513,0.6387869136118177,0.6548384821334529,0.8249514832103462,0.0007475257807527669,0.0007477106264559552,1.8484570318832994e-07
activation_k_pca_h,head,22,6,0.1801218680547806,0.6813690040275581,0.7322415119108269,0.7893568040678188,0.0007485721871489659,0.0007416698354063556,-6.902351742610335e-06
activation_k_pca_h,head,22,7,0.16567283809795832,0.7278384168141067,0.8117279326106712,0.9190170163009583,0.0007756783525110222,0.0007703495357418433,-5.328816769178957e-06
activation_k_pca_h,head,23,0,0.15287935681283882,0.6456985603176787,0.6118826297984781,0.7373575632747867,0.0007546212291345,0.0007504492241423577,-4.17200499214232e-06
activation_k_pca_h,head,23,1,0.18167133311549558,0.6851635074968602,0.7754177827724658,0.9107062474721985,0.0007799322120263241,0.0007820597747922875,2.1275627659633756e-06
activation_k_pca_h,head,23,2,0.16479097535053874,0.6245299279496629,0.6708931704564147,0.7712871095902238,0.000742482821806334,0.0007406021468341351,-1.8806749721989036e-06
activation_k_pca_h,head,23,3,0.17300531454276608,0.699004751965449,0.7714461761022496,0.8899461500021598,0.0007797727594152093,0.0007729470744379796,-6.825684977229685e-06
activation_k_pca_h,head,23,4,0.13693064204838998,0.7437629373323835,0.7151671601282317,0.808751114700439,0.0007300314755411819,0.0007424465875374153,1.2415111996233463e-05
activation_k_pca_h,head,23,5,0.15999430305333553,0.689994856968501,0.7534470343472071,0.8848270304324353,0.000772918778238818,0.0007643999342690222,-8.518843969795853e-06
activation_k_pca_h,head,23,6,0.18027227332108342,0.6699036401268624,0.7719539765421997,0.8858749303494518,0.0007614086935063824,0.0007643792996532284,2.9706061468459666e-06
activation_k_pca_h,head,23,7,0.09844260053209093,0.690620160575908,0.6709136689333552,0.7339378474152538,0.0007487562979804352,0.0007509518618462607,2.195563865825534e-06
activation_k_pca_h,head,24,0,0.16962277386100694,0.6583732077426013,0.7687605251167837,0.8278080637093739,0.0007440547851729207,0.0007515150209655985,7.4602357926778495e-06
activation_k_pca_h,head,24,1,0.1414666041152338,0.5991564518879675,0.6170158978329265,0.7677389222979742,0.0007531484734499827,0.0007570157686132006,3.867295163217932e-06
activation_k_pca_h,head,24,2,0.1632394145146191,0.5331878297627011,0.607541260853268,0.7366718436710118,0.0007684720621909946,0.0007732492595096119,4.7771973186172545e-06
activation_k_pca_h,head,24,3,0.09367898701032415,0.7147500530267447,0.7007417066234383,0.7808705664856335,0.0007654661603737622,0.0007784375920891762,1.2971431715413928e-05
activation_k_pca_h,head,24,4,0.16415804845847604,0.6959513541357931,0.7956706824629897,0.9214623471917541,0.0007713830636930652,0.0007682369905523956,-3.146073140669614e-06
activation_k_pca_h,head,24,5,0.17020332389850354,0.6906112389839791,0.7922191033290417,0.9310011006993352,0.0007773301695124246,0.0007793214754201472,1.9913059077225626e-06
activation_k_pca_h,head,24,6,0.1753689451668202,0.7122978175802976,0.8440570772009459,0.947165746110189,0.0007736204934190027,0.000779202462581452,5.581969162449241e-06
activation_k_pca_h,head,24,7,0.08594242987913511,0.6796949270799307,0.6876599269215989,0.7528316008672364,0.0007597108633490279,0.0007561276288470253,-3.583234502002597e-06
activation_k_pca_h,head,25,0,0.13360565831136006,0.6566360419404309,0.6981080897935377,0.8230148212781829,0.0007537917263107374,0.0007491665019188076,-4.625224391929805e-06
activation_k_pca_h,head,25,1,0.1928998617048597,0.7110614393781922,0.8077011984127421,0.9663788203550837,0.0007888804611866362,0.0007837731100153178,-5.107351171318442e-06
activation_k_pca_h,head,25,2,0.12632917461005763,0.6427258743292712,0.6055257585676587,0.7118738614527047,0.0007455071317963302,0.0007544104155385867,8.903283742256463e-06
activation_k_pca_h,head,25,3,0.18668677123173946,0.7122956142743209,0.8136834123601322,0.9766345383316153,0.0007927218612167053,0.0007869278633734211,-5.79399784328416e-06
activation_k_pca_h,head,25,4,0.15170212021554477,0.6919505702580597,0.7554640737043409,0.8275244022314721,0.0007385432763840072,0.0007398931556963362,1.3498793123289943e-06
activation_k_pca_h,head,25,5,0.06700890292787608,0.6157515700069749,0.6316653656095732,0.70386561925867,0.0009057036513695493,0.0009046346458490007,-1.0690055205486715e-06
activation_k_pca_h,head,25,6,0.16720412296947842,0.6198783297192398,0.5724986084058773,0.7039345956446347,0.0007427528107655235,0.0007478433180949651,5.090507329441607e-06
activation_k_pca_h,head,25,7,0.11138286005618193,0.6447793884196946,0.6017708892279395,0.6875473721139546,0.0007898865951574408,0.000788672681665048,-1.2139134923927486e-06
activation_k_pca_h,head,26,0,0.15859208464489818,0.7172579992721773,0.7789199324624754,0.8900123842632979,0.0007535008335253224,0.0007507464833906852,-2.754350134637207e-06
activation_k_pca_h,head,26,1,0.12889011289145522,0.6714405021656122,0.6900864607688498,0.8224875967004426,0.0007509366478188895,0.0007493026641895995,-1.6339836292900145e-06
activation_k_pca_h,head,26,2,0.1363243052608195,0.7092708218441874,0.7106002021032223,0.8386033763409415,0.0007524476895923726,0.0007601958131999709,7.748123607598245e-06
activation_k_pca_h,head,26,3,0.18018467573739572,0.7384115787285613,0.84727123386163,0.9655668223455449,0.0007825184948160313,0.0007828410889487714,3.2259413274005055e-07
activation_k_pca_h,head,26,4,0.14920801960963317,0.6800572420055363,0.7204008117045138,0.8293033709985858,0.0007455467712134123,0.00073642280040076,-9.12397081265226e-06
activation_k_pca_h,head,26,5,0.10549874395328726,0.7486983097176446,0.7420371790292821,0.7996377340459574,0.0007357978611253202,0.000733920642232988,-1.8772188923321664e-06
activation_k_pca_h,head,26,6,0.16439303122449453,0.7002324491715407,0.7809929774314233,0.8163628936084211,0.0007377137008006684,0.0007407253215205856,3.0116207199171185e-06
activation_k_pca_h,head,26,7,0.18253043736874247,0.716788407470822,0.8030824318881269,0.9106352520034044,0.0007754126709187403,0.0007786303831380792,3.217712219338864e-06
activation_k_pca_h,head,27,0,0.1918582732911777,0.5752235711671763,0.6075978863198679,0.7676124429111983,0.0007522252781200223,0.0007535096301580779,1.2843520380556583e-06
activation_k_pca_h,head,27,1,0.19804139853752326,0.7110915516621037,0.8347818563920334,0.9644336647913386,0.0007916045797173865,0.0007933210144983605,1.716434780973941e-06
activation_k_pca_h,head,27,2,0.10874323564582421,0.7387909770940779,0.7214325549627303,0.7771462994857219,0.0007434927028953098,0.000746661375160329,3.168672265019268e-06
activation_k_pca_h,head,27,3,0.10714603113589591,0.6839575922493533,0.6818246839928065,0.7936189731637456,0.0007884879159973934,0.0007827526569599286,-5.735259037464857e-06
activation_k_pca_h,head,27,4,0.21213144227587274,0.6904614022642193,0.7811790400071342,0.8391204953196174,0.0007610698157805018,0.0007453737052856013,-1.5696110494900495e-05
activation_k_pca_h,head,27,5,0.18193263521760367,0.7184071533039333,0.848412238827871,0.957509143239679,0.0007774580008117482,0.0007827539811842144,5.295980372466147e-06
activation_k_pca_h,head,27,6,0.13281508821734225,0.5656951505118765,0.5712629825512363,0.7466278133016405,0.0007522458836319856,0.0007535745608038269,1.3286771718412638e-06
activation_k_pca_h,head,27,7,0.12921437381795428,0.7672274473911986,0.7815678265619844,0.8402971120389695,0.0007449998520314693,0.0007519809223595075,6.981070328038186e-06
activation_k_pca_h,head,28,0,0.18469663871303732,0.6913624538376624,0.7797491027985801,0.8490306384674824,0.0007553582690889016,0.0007630806649103761,7.722395821474493e-06
activation_k_pca_h,head,28,1,0.10833789927998536,0.6431286767298106,0.6198626951641094,0.7119713069563061,0.000780093418143224,0.0007762831446598284,-3.8102734833955765e-06
activation_k_pca_h,head,28,2,0.10182700736728656,0.7378962578518484,0.7568167046394234,0.8179065601675004,0.0007329288491746411,0.0007359012379311025,2.9723887564614415e-06
activation_k_pca_h,head,28,3,0.15396721700256935,0.7481951941755558,0.7834208087885003,0.8752852556392356,0.0007663260112167336,0.0007624450445291586,-3.880966687574983e-06
activation_k_pca_h,head,28,4,0.162537126279893,0.7081493828744967,0.7681814914070885,0.8407349505678008,0.0007433585051330738,0.00074361840961501,2.5990448193624616e-07
activation_k_pca_h,head,28,5,0.14886122985498654,0.7335310817293514,0.7796999244287827,0.845645548843568,0.00074707451130962,0.0007449817203450948,-2.092790964525193e-06
activation_k_pca_h,head,28,6,0.1210669702634225,0.7096715124587092,0.784675557889057,0.8779651512218705,0.0007412095874315128,0.0007402557603199966,-9.538271115161479e-07
activation_k_pca_h,head,28,7,0.1484561242456232,0.7540153466969053,0.7467163344033658,0.8263879944086958,0.0007365783385466784,0.0007404216594295576,3.843320882879198e-06
activation_k_pca_h,head,29,0,0.1298088209585145,0.6472886378503255,0.6663867908032118,0.7675812949584737,0.0007438316170009784,0.000746233927202411,2.402310201432556e-06
activation_k_pca_h,head,29,1,0.10580076774746996,0.5709415346068061,0.5857890708400179,0.7192526658026326,0.0007515835022786632,0.0007558665529359132,4.283050657249987e-06
activation_k_pca_h,head,29,2,0.167488821719232,0.7122273937448733,0.8140669854328304,0.8707802759551537,0.0007584481500089169,0.0007598593147122301,1.4111647033132613e-06
activation_k_pca_h,head,29,3,0.12235151492056227,0.6319199269533242,0.6607342713683045,0.7424461285865567,0.0007586980136693455,0.0007610972024849616,2.3991888156160712e-06
activation_k_pca_h,head,29,4,0.1357267706618125,0.6787368959821868,0.7067774431582576,0.839604234269872,0.0007425126532325521,0.0007390676692011766,-3.4449840313754976e-06
activation_k_pca_h,head,29,5,0.1606212633970953,0.7463906109316308,0.8376372854174494,0.9223028563983153,0.0007697159526287578,0.0007702626899117604,5.467372830025852e-07
activation_k_pca_h,head,29,6,0.03875471574742572,0.6456774357137324,0.5797827178968252,0.6859200194367516,0.0011665318306768313,0.0011684986093314365,1.9667786546051502e-06
activation_k_pca_h,head,29,7,0.14171572379846242,0.7072529035966235,0.7670946133461108,0.8392918043758961,0.0007384940981864929,0.000732260596123524,-6.23350206296891e-06
activation_k_pca_h,head,30,0,0.1870264125920529,0.7308559453493307,0.8009520908510247,0.8978698765521012,0.0007735466060694307,0.0007615711438120343,-1.197546225739643e-05
activation_k_pca_h,head,30,1,0.11725955791796622,0.7676252832591396,0.7622249907653789,0.81784006119926,0.0007388341109617613,0.0007329458967433311,-5.888214218430221e-06
activation_k_pca_h,head,30,2,0.14244055443734327,0.71593293288657,0.7799714687469489,0.8944773443769689,0.0007540341393905692,0.0007512159936595708,-2.818145730998367e-06
activation_k_pca_h,head,30,3,0.15884707161091843,0.7234539498593058,0.8415610520301517,0.9362861971421168,0.0007697983091929927,0.0007743405512883328,4.542242095340043e-06
activation_k_pca_h,head,30,4,0.13747911362292947,0.7645996222396035,0.8033649722752931,0.8954477108534273,0.0007408066958305426,0.0007422902199323289,1.4835241017863154e-06
activation_k_pca_h,head,30,5,0.1382242019349524,0.7172897035918141,0.7782126122925831,0.8885884459574303,0.0007519735736423172,0.0007440345798386261,-7.938993803691119e-06
activation_k_pca_h,head,30,6,0.18863403717438257,0.7060096697518323,0.8313146160202396,0.9171941625946072,0.0007705374518991448,0.0007820868049748242,1.1549353075679392e-05
activation_k_pca_h,head,30,7,0.14042354132386678,0.7336870487327594,0.792334031222039,0.9367058814033693,0.0007567979118903168,0.0007627412414876744,5.9433295973576605e-06
activation_k_pca_h,head,31,0,0.08827961776578196,0.7527567700654012,0.7395004607671372,0.7897577177048506,0.0007810904207872227,0.000773506129917223,-7.584290869999677e-06
activation_k_pca_h,head,31,1,0.09808330344964634,0.7376084584268668,0.765508620551697,0.8514771714724259,0.0007577234136988409,0.0007694076848565601,1.1684271157719195e-05
activation_k_pca_h,head,31,2,0.10509583387949215,0.727345155002012,0.7742584353554287,0.8244570844082061,0.0007442506175721064,0.0007427935415762477,-1.4570759958587587e-06
activation_k_pca_h,head,31,3,0.08133540841868105,0.7612437957217368,0.7320406354213701,0.8028890845602481,0.0007729150602244772,0.0007816138459020294,8.698785677552223e-06
activation_k_pca_h,head,31,4,0.10959038189142727,0.7759963040336921,0.795169392033805,0.8655500992736239,0.0007446476956829429,0.000746596822864376,1.9491271814331412e-06
activation_k_pca_h,head,31,5,0.12713020024837018,0.7479856931757298,0.8261023635668855,0.8957751043888017,0.0007513383607147262,0.0007556525597465225,4.314199031796306e-06
activation_k_pca_h,head,31,6,0.08911274124921317,0.8075042257584042,0.7902566690083772,0.8145286063615774,0.0007710657009738497,0.0007784232293488458,7.357528374996036e-06
activation_k_pca_h,head,31,7,0.13293724884666974,0.7833010652805781,0.7918888601209083,0.8773083589096373,0.0007366875215666369,0.0007399236565106548,3.2361349440179765e-06
activation_k_pca_h,overall,,,0.13328660369611983,0.7308584419697325,0.7700162119721236,0.8634504601935653,0.0007636803480863819,0.0007634609311821805,-2.1941690420135274e-07
attention_q_pca_h,head,0,0,0.02233731489741039,0.9509414632470096,0.9827913252974037,0.9733589356216406,0.0008692157280165702,0.0009210964199155569,5.18806918989867e-05
attention_q_pca_h,head,0,1,0.03766213691326341,0.9639219385683482,0.9364398264321726,0.9780581661644655,0.0009349511237815022,0.0008991445574793033,-3.580656630219892e-05
attention_q_pca_h,head,0,2,0.03967952175836005,0.9918670216103835,0.9653422800314881,0.9776896047681208,0.0009340597534901462,0.0008813767635729164,-5.268298991722986e-05
attention_q_pca_h,head,0,3,0.03274728510044749,0.9630217634795755,0.9727924719271195,0.9810355996376693,0.0009469555370742455,0.0010318988061044365,8.4943269030191e-05
attention_q_pca_h,head,0,4,0.03654714020290157,0.998907779650954,0.9907025901582165,0.9968329113340606,0.0009554370917612687,0.0008157213524100371,-0.0001397157393512316
attention_q_pca_h,head,0,5,0.03414346544900969,0.995824692046331,0.996260807038479,0.9946764090141722,0.0008994893505587243,0.0008611534722149372,-3.8335878343787044e-05
attention_q_pca_h,head,0,6,0.03658285447484566,0.9192253585356196,0.9740212365393746,0.9456175323961893,0.0009240577492164448,0.0008940101761254482,-3.0047573090996593e-05
attention_q_pca_h,head,0,7,0.024962216727191296,0.9939326859424541,0.9981244477405016,0.9875729845510048,0.0007890682318247855,0.0009095640198211186,0.00012049578799633309
attention_q_pca_h,head,1,0,0.03929482375645396,0.9770690331310128,0.9613386877767716,0.9724726215935853,0.0009232556840288453,0.0009575706571922638,3.431497316341847e-05
attention_q_pca_h,head,1,1,0.028676250295888567,0.9471409412381995,0.9596485969006265,0.9700434863609426,0.0009516673817415722,0.0009644632518757135,1.2795870134141296e-05
attention_q_pca_h,head,1,2,0.02558411438534232,0.9952550299133143,0.9809138401705328,0.9915514023423371,0.0008056383230723441,0.0007878842952777632,-1.7754027794580907e-05
attention_q_pca_h,head,1,3,0.03130225419773857,0.9344580876087515,0.9657153002975194,0.9858605843055066,0.0008233837434090674,0.000988092964689713,0.00016470922128064558
attention_q_pca_h,head,1,4,0.02784179014691788,0.9954246871389989,0.9942369175444485,0.9751175664981113,0.0009848745248746127,0.0008497875896864571,-0.00013508693518815562
attention_q_pca_h,head,1,5,0.03210196110423176,0.9975461276772619,0.9521662446588005,0.9323551303112849,0.0007697646506130695,0.0008053345009102486,3.556985029717907e-05
attention_q_pca_h,head,1,6,0.026109442137500074,0.9837116769808882,0.9694698276011017,0.9531607876007687,0.0009796626545721665,0.0008913518322515301,-8.831082232063636e-05
attention_q_pca_h,head,1,7,0.02946511037634615,0.9853682668669534,0.977740909159577,0.9804049345820024,0.0008496042137267068,0.0010886471573030576,0.0002390429435763508
attention_q_pca_h,head,2,0,0.0355929474489871,0.9899146065725359,0.949191958757999,0.93074328086682,0.0008472410700051114,0.0008402942476095632,-6.9468223955482244e-06
attention_q_pca_h,head,2,1,0.031515477189745233,0.9927853153158461,0.9586004826334545,0.9179043403676701,0.0007527524139732122,0.0008265060896519572,7.375367567874491e-05
attention_q_pca_h,head,2,2,0.035921203971834605,0.975037679594412,0.9662119577403753,0.9344100692964881,0.0008358764680451714,0.0008397188430535607,3.842375008389354e-06
attention_q_pca_h,head,2,3,0.09333881800516147,0.865198940603273,0.830773605388464,0.9246690726861096,0.0008819263166515157,0.0008547531251679175,-2.7173191483598202e-05
attention_q_pca_h,head,2,4,0.03924069862563195,0.9598645964397121,0.9594370172761975,0.9428231307003809,0.0008720182158867829,0.0008912825578590855,1.9264341972302645e-05
attention_q_pca_h,head,2,5,0.10896615308640935,0.7224112669426513,0.8025714944231127,0.9896042069021036,0.0008444627528660931,0.0008449682500213385,5.054971552453935e-07
attention_q_pca_h,head,2,6,0.06820575373142941,0.8557248738286616,0.8665886993432218,0.9233722776611222,0.0008905230351956561,0.0009383002325193956,4.777719732373953e-05
attention_q_pca_h,head,2,7,0.041965314842352934,0.9885905727128255,0.9224163277074451,0.936450646528137,0.0009138985988101922,0.0008623078610980883,-5.1590737712103873e-05
attention_q_pca_h,head,3,0,0.05222873484585,0.9230658405181915,0.8959431741828617,0.9296762260850737,0.0008431294554611668,0.0008785605023149401,3.5431046853773296e-05
attention_q_pca_h,head,3,1,0.04237844151904508,0.9915673144325905,0.9688243583224788,0.9051856190388226,0.0010519377538003027,0.0009052176610566676,-0.00014672009274363518
attention_q_pca_h,head,3,2,0.048588835100011,0.9938803371291176,0.9769077545712741,0.9353108128477263,0.001001644181087613,0.001043665295583196,4.202111449558288e-05
attention_q_pca_h,head,3,3,0.05436811534894176,0.9283096365047195,0.8843352967627656,0.8689228350552642,0.0008220109739340842,0.0008544495794922113,3.2438605558127165e-05
attention_q_pca_h,head,3,4,0.03479299528170396,0.9957902452883439,0.9948188266348525,0.9056406436948851,0.0012359060201561078,0.0012637382606044412,2.7832240448333323e-05
attention_q_pca_h,head,3,5,0.06112881689474919,0.9449865931899095,0.9420913744215951,0.9089880344446952,0.0008371336225536652,0.00085695598681923,1.982236426556483e-05
attention_q_pca_h,head,3,6,0.045068193318200035,0.9856594950950288,0.909501640597118,0.9101665483394257,0.0008841383678372949,0.0008528444814146496,-3.12938864226453e-05
attention_q_pca_h,head,3,7,0.048119155229983376,0.9374658477327167,0.9265864285553931,0.9213997806366248,0.0010047538380604237,0.0008291245030704886,-0.00017562933498993516
attention_q_pca_h,head,4,0,0.06565703775789608,0.8950301845073491,0.9179069454396561,0.9160277624417692,0.0009317228614236228,0.0009350562904728577,3.3334290492348373e-06
attention_q_pca_h,head,4,1,0.061544974220892626,0.9176159481814641,0.8938813380830436,0.9183795393041727,0.0008499420728185214,0.0008997860059025697,4.984393308404833e-05
attention_q_pca_h,head,4,2,0.0641704007049944,0.9765699438669412,0.9104084189959631,0.8952826278336824,0.0008775924579822458,0.0008396974371862598,-3.7895020795986056e-05
attention_q_pca_h,head,4,3,0.04230963717495452,0.9941790528021031,0.9847789484142131,0.9091867440481524,0.0008700012840563431,0.0007731861842330545,-9.681509982328862e-05
attention_q_pca_h,head,4,4,0.08170987466794871,0.8956073004300392,0.8552714326977369,0.894352909743982,0.001051614759489894,0.0010922426445176825,4.062788502778858e-05
attention_q_pca_h,head,4,5,0.0488092275168115,0.9307424201882766,0.9105615687150924,0.8925545958622685,0.0008444307823083363,0.0008839611618896015,3.953037958126515e-05
attention_q_pca_h,head,4,6,0.045634676627133,0.9857935554459939,0.955093683365579,0.9503717466980839,0.0008407989953411743,0.0008236969661084004,-1.710202923277393e-05
attention_q_pca_h,head,4,7,0.050599583077979134,0.9731822290943133,0.9062742199510296,0.9199675310360376,0.0008926474620238878,0.000841603716253303,-5.104374577058479e-05
attention_q_pca_h,head,5,0,0.07069488135743507,0.9251241713589369,0.8894470597004587,0.8673444404253938,0.0009538170997984707,0.0008794483946985565,-7.436870509991422e-05
attention_q_pca_h,head,5,1,0.11008693400873322,0.8603978841862983,0.8952252907150398,0.8483292344227623,0.000931799724639859,0.0008391166120418347,-9.268311259802431e-05
attention_q_pca_h,head,5,2,0.20979540236186983,0.6637750747401467,0.8099385638430845,0.9433314252349574,0.0009066557977348566,0.0008785217651166022,-2.8134032618254423e-05
attention_q_pca_h,head,5,3,0.05839197774740761,0.9890542917183075,0.9722967227532555,0.9226717547990322,0.0010783223697217181,0.0008181700031855144,-0.00026015236653620377
attention_q_pca_h,head,5,4,0.07197339806483173,0.8982480173447687,0.8719072800530788,0.8447717307873961,0.000866581525770016,0.0008916696315282024,2.508810575818643e-05
attention_q_pca_h,head,5,5,0.06805887638522139,0.8222022929040254,0.8538199100141008,0.8511070643066484,0.0008327345931320451,0.0008796070396783762,4.687244654633105e-05
attention_q_pca_h,head,5,6,0.05003759186333894,0.9628708598959532,0.8862950317391347,0.8923670299944797,0.0009051478336914442,0.0008993908923002891,-5.756941391155124e-06
attention_q_pca_h,head,5,7,0.05723827127202489,0.9643239508900742,0.960294653541312,0.9163745288340248,0.0008251783074229024,0.0008521593335899524,2.6981026167050004e-05
attention_q_pca_h,head,6,0,0.08124822127072093,0.8814117873949701,0.8973181819379628,0.8997377676697775,0.0010015138395829126,0.0009194904851028696,-8.202335448004305e-05
attention_q_pca_h,head,6,1,0.07496844369165896,0.8625276212485947,0.8954171889609907,0.8726162240862899,0.0009540579922031611,0.0008005607087397948,-0.00015349728346336633
attention_q_pca_h,head,6,2,0.054537198409342486,0.9815114834401824,0.9618896043311203,0.8975201507624782,0.0008471158143947832,0.0009686583580332808,0.00012154254363849759
attention_q_pca_h,head,6,3,0.038791866782041495,0.9586969166257844,0.9658601054141265,0.8794388720904232,0.0009291477108490653,0.0009054305046447553,-2.371720620431006e-05
attention_q_pca_h,head,6,4,0.052727848442894944,0.9797588225467763,0.9201996729442219,0.9093212737445938,0.0009730087840580381,0.0008556778921047226,-0.00011733089195331559
attention_q_pca_h,head,6,5,0.08813452517052871,0.8763294794038174,0.8387351301674993,0.8537306760679547,0.000905253466044087,0.0009137386296060868,8.485163561999798e-06
attention_q_pca_h,head,6,6,0.09744434227087892,0.867141996036923,0.8565407106696898,0.8840182650282203,0.0008864915216690861,0.000865039175550919,-2.1452346118167043e-05
attention_q_pca_h,head,6,7,0.12080775789802742,0.7984560124192708,0.8227172976657423,0.8749306938889749,0.0009276931596104987,0.0009025415638461709,-2.5151595764327794e-05
attention_q_pca_h,head,7,0,0.07244482444316222,0.858292718130728,0.8937611338633494,0.8986060966116305,0.0008954849836300127,0.0010180086537729949,0.00012252367014298216
attention_q_pca_h,head,7,1,0.0774001293283599,0.9589659534859525,0.9235117337719567,0.8540740771868183,0.0008834469481371343,0.0008719539910089225,-1.1492957128211856e-05
attention_q_pca_h,head,7,2,0.08349508272073566,0.8782481028957524,0.8684179032503798,0.8647653450977936,0.0008893301492207684,0.0008565091557102278,-3.2820993510540575e-05
attention_q_pca_h,head,7,3,0.08162990731182675,0.881728969878832,0.9124304231808209,0.8806808480122298,0.0008597994528827257,0.000777621942688711,-8.217751019401476e-05
attention_q_pca_h,head,7,4,0.07227928227706372,0.9166317743321926,0.8586238349445499,0.8593074804306672,0.0008846411001286469,0.0008711964474059641,-1.3444652722682804e-05
attention_q_pca_h,head,7,5,0.10416322317338549,0.829223921649732,0.8481439436442391,0.8769757886673044,0.0009090250168810599,0.0008961815474322066,-1.2843469448853284e-05
attention_q_pca_h,head,7,6,0.12650033885564427,0.8382204403796103,0.818704524368721,0.8612604267247317,0.0010422126651974395,0.0008593886959715746,-0.00018282396922586486
attention_q_pca_h,head,7,7,0.06551902657708472,0.944195690220148,0.8562983752915608,0.8626269149105545,0.0008435645140707493,0.0008101589774014428,-3.340553666930646e-05
attention_q_pca_h,head,8,0,0.2397678946179,0.6886247502391074,0.8046302810299211,0.9310960333974827,0.000904008025827352,0.0008984387532109395,-5.569272616412491e-06
attention_q_pca_h,head,8,1,0.07581410937846404,0.9323310254652643,0.9598026430701874,0.9277511276151996,0.0009478458741796203,0.0010041146451840177,5.626877100439742e-05
attention_q_pca_h,head,8,2,0.2497176963264528,0.7288331314186913,0.7576539052560236,0.8727103672619116,0.0009231404474121518,0.0009149329052888788,-8.207542123273015e-06
attention_q_pca_h,head,8,3,0.11929549754357681,0.824576007959122,0.8277499380114527,0.8188808399955654,0.0008263326017186046,0.0008244677301263437,-1.8648715922608972e-06
attention_q_pca_h,head,8,4,0.1404302890361158,0.8120013873109917,0.8237840194154957,0.838439699878565,0.0008447683212580159,0.0008543044968973845,9.536175639368594e-06
attention_q_pca_h,head,8,5,0.05744071624134042,0.9780897444805154,0.9538256000373024,0.9297753483037392,0.0009998847963288426,0.0010962400119751692,9.635521564632654e-05
attention_q_pca_h,head,8,6,0.16521579553593438,0.7543566938060238,0.8024514151354936,0.8549425162844217,0.0009075582784134895,0.0008540084672858939,-5.3549811127595603e-05
attention_q_pca_h,head,8,7,0.20986782674936127,0.7127589690972949,0.7438164380731946,0.8043478084043153,0.000901543207874056,0.0008821215815260075,-1.942162634804845e-05
attention_q_pca_h,head,9,0,0.21689362572602486,0.6625621060054402,0.7319882618018554,0.8167243135858027,0.0008726477390155196,0.0009034735412569717,3.082580224145204e-05
